RA,ano_nascimento,idade_atual,genero,faixa_etaria,ano_ingresso,status,instituicao_ensino,fase_2022,fase_2023,fase_2024,pedra_2022,pedra_2023,pedra_2024,inde_2022,inde_2023,inde_2024,inde_media,classificacao_geral_2022,classificacao_geral_2023,classificacao_geral_2024,classificacao_geral_media,autoavaliacao_2022,autoavaliacao_2023,autoavaliacao_2024,autoavaliacao_media,engajamento_2022,engajamento_2023,engajamento_2024,engajamento_media,psicossocial_2022,psicossocial_2023,psicossocial_2024,psicossocial_media,aprendizagem_2022,aprendizagem_2023,aprendizagem_2024,aprendizagem_media,matematica_2022,matematica_2023,matematica_2024,matematica_media,portugues_2022,portugues_2023,portugues_2024,portugues_media,ingles_2022,ingles_2023,ingles_2024,ingles_media,adequacao_nivel_2022,adequacao_nivel_2023,adequacao_nivel_2024,adequacao_nivel_media,fase_ideal_2022,fase_ideal_2023,fase_ideal_2024
RA-943,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,8.9172,8.965033333300001,8.965033333300001,,,,,,9.5,10.002,10.002,,9.4,10.0,10.0,,7.52,7.51,7.51,,8.0,8.0,8.0,,8.0,7.0,7.0,,8.0,9.0,9.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-944,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Ametista,,7.0687,7.8262,7.8262,,,,,,9.0,9.002,9.002,,7.6,7.25,7.25,,7.52,7.51,7.51,,7.5,9.0,9.0,,9.2,10.0,10.0,,5.8,8.0,8.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-945,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Ametista,,8.0777,7.4195809524000005,7.4195809524000005,,,,,,8.5,9.002,9.002,,9.2,9.511904762,9.511904762,,7.52,2.51,2.51,,7.9,8.75,8.75,,8.0,10.0,10.0,,7.8,7.5,7.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-946,2016,9,Masculino,6-9 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Agata,,8.5822,6.677723809500001,6.677723809500001,,,,,,9.5,9.502,9.502,,9.4,8.7976190475,8.7976190475,,7.52,2.51,2.51,,9.3,4.5,4.5,,9.0,3.0,3.0,,9.5,6.0,6.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-947,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Agata,Agata,,6.3457,6.053509523800001,6.053509523800001,,,,,,9.0,9.002,9.002,,7.9,7.619047619,7.619047619,,7.52,7.51,7.51,,3.3,4.5,4.5,,1.7,4.0,4.0,,4.9,5.0,5.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-948,2015,10,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Agata,,,6.5277,,6.5277,,,,,,9.0,,9.0,,7.6,,7.6,,7.52,,7.52,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-949,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Ametista,,8.0172,7.1323428571,7.1323428571,,,,,,9.5,9.002,9.002,,8.1,8.7857142855,8.7857142855,,7.52,7.51,7.51,,8.9,6.5,6.5,,9.1,6.0,6.0,,8.6,7.0,7.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-950,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Ametista,,8.8862,7.693461904800001,7.693461904800001,,,,,,9.0,9.502,9.502,,10.0,9.023809524,9.023809524,,7.52,7.51,7.51,,9.3,7.0,7.0,,9.5,7.5,7.5,,9.0,6.5,6.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-951,2016,9,Feminino,6-9 anos,2023,Ingressante 2023,Pública | Privada,,,,,Topázio,Agata,,8.8902,6.4483428571,6.4483428571,,,,,,9.5,10.002,10.002,,9.7,9.0357142855,9.0357142855,,7.52,2.51,2.51,,8.4,4.0,4.0,,8.5,5.0,5.0,,8.3,3.0,3.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-952,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,8.37095,8.853624242300002,8.853624242300002,,,,,,9.5,9.502,9.502,,9.2,9.545454545,9.545454545,,3.77,6.26,6.26,,9.0,8.5,8.5,,8.8,8.0,8.0,,9.2,9.0,9.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-953,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Ametista,,7.54005,7.961241502000001,7.961241502000001,,,,,,7.4,9.002,9.002,,8.8,6.85770751,6.85770751,,3.14,6.26,6.26,,8.3,8.5,8.5,,8.5,8.0,8.0,,8.0,9.0,9.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-954,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Agata,Topázio,,6.82375,8.2823798419,8.2823798419,,,,,,0.0,9.502,9.502,,8.3,8.8833992095,8.8833992095,,3.14,6.26,6.26,,7.7,7.75,7.75,,7.8,6.5,6.5,,7.5,9.0,9.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-955,2013,12,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Agata,,7.1297,6.245452381,6.245452381,,,,,,9.0,0.0,0.0,,8.8,6.904761905,6.904761905,,3.14,7.51,7.51,,7.8,5.75,5.75,,8.0,6.5,6.5,,7.5,5.0,5.0,,,,,,5.0,5.0,5.0,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano)
RA-956,2012,13,Masculino,13-15 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Agata,,7.7312,6.1175906455,6.1175906455,,,,,,8.0,9.502,9.502,,7.5,6.017786561,6.017786561,,7.52,6.885,6.885,,7.8,3.25,3.25,,7.8,6.5,6.5,,7.8,0.0,0.0,,,,,,5.0,5.0,5.0,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano)
RA-957,2014,11,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,9.1672,,9.1672,,,,,,10.0,,10.0,,9.3,,9.3,,7.52,,7.52,,9.1,,9.1,,9.0,,9.0,,9.2,,9.2,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-958,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,9.2902,9.531325,9.531325,,,,,,10.0,10.002,10.002,,9.8,10.0,10.0,,7.52,6.26,6.26,,9.3,10.0,10.0,,9.3,10.0,10.0,,9.3,10.0,10.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-959,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Topázio,,8.6677,8.379818421100001,8.379818421100001,,,,,,10.0,10.002,10.002,,9.6,9.7368421055,9.7368421055,,7.52,7.51,7.51,,7.7,9.5,9.5,,7.7,10.0,10.0,,7.7,9.0,9.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-960,2013,12,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Quartzo,,7.0847,5.286047619,5.286047619,,,,,,8.5,0.0,0.0,,10.0,8.095238095,8.095238095,,7.52,7.51,7.51,,6.3,3.0,3.0,,6.5,6.0,6.0,,6.0,0.0,0.0,,,,,,5.0,5.0,5.0,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano)
RA-961,2014,11,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Quartzo,Agata,,5.99625,6.529417908900001,6.529417908900001,,,,,,0.0,9.002,9.002,,8.7,8.8923395445,8.8923395445,,2.52,6.26,6.26,,6.2,5.5,5.5,,6.2,6.0,6.0,,6.2,5.0,5.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-962,2014,11,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.4742,,8.4742,,,,,,9.0,,9.0,,9.2,,9.2,,7.52,,7.52,,8.7,,8.7,,9.5,,9.5,,7.8,,7.8,,,,,,5.0,,5.0,,Fase 1 (3° e 4° ano),
RA-963,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,8.6142,8.375080952400001,8.375080952400001,,,,,,9.5,7.502,7.502,,9.8,9.761904762,9.761904762,,7.52,7.51,7.51,,8.5,7.5,7.5,,8.3,5.0,5.0,,8.7,10.0,10.0,,,,,,5.0,10.0,10.0,,Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano)
RA-964,2014,11,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Ametista,,7.7997,7.548241666600001,7.548241666600001,,,,,,8.5,9.502,9.502,,9.4,8.333333332999999,8.333333332999999,,7.52,7.51,7.51,,7.2,7.25,7.25,,7.3,7.5,7.5,,7.0,7.0,7.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-965,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Agata,Agata,,6.4832,6.1376545455,6.1376545455,,,,,,8.5,9.002,9.002,,8.2,6.4772727275,6.4772727275,,6.27,7.51,7.51,,4.7,2.25,2.25,,5.3,2.0,2.0,,4.0,2.5,2.5,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-966,2014,11,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Ametista,,7.44345,7.9943363636,7.9943363636,,,,,,10.0,9.502,9.502,,10.0,8.568181818,8.568181818,,7.52,7.51,7.51,,5.0,9.0,9.0,,5.0,9.5,9.5,,5.0,8.5,8.5,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-967,2013,12,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Quartzo,,7.1347,5.442610714300001,5.442610714300001,,,,,,9.5,9.502,9.502,,8.0,3.5714285715,3.5714285715,,7.52,7.51,7.51,,6.5,4.75,4.75,,6.5,3.5,3.5,,6.5,6.0,6.0,,,,,,5.0,5.0,5.0,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano)
RA-968,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Ametista,,8.4942,7.8403547619000005,7.8403547619000005,,,,,,9.0,9.002,9.002,,9.7,8.8095238095,8.8095238095,,7.52,7.51,7.51,,8.3,7.75,7.75,,8.0,8.5,8.5,,8.5,7.0,7.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-969,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Ametista,,7.7692,7.453427272700001,7.453427272700001,,,,,,8.5,9.002,9.002,,9.7,7.8636363634999995,7.8636363634999995,,7.52,7.51,7.51,,5.5,7.25,7.25,,6.0,9.0,9.0,,5.0,5.5,5.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-970,2015,10,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.9977,,8.9977,,,,,,8.5,,8.5,,8.1,,8.1,,7.52,,7.52,,9.4,,9.4,,9.2,,9.2,,9.5,,9.5,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-971,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Agata,,7.0169,6.8916181818,6.8916181818,,,,,,7.8,7.418,7.418,,6.4,7.909090909,7.909090909,,3.77,7.51,7.51,,6.9,6.75,6.75,,5.5,8.5,8.5,,8.3,5.0,5.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-972,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Ametista,,7.5427,7.537472727300001,7.537472727300001,,,,,,9.0,9.502,9.502,,9.1,8.3863636365,8.3863636365,,3.77,7.51,7.51,,6.0,6.75,6.75,,6.2,8.0,8.0,,5.7,5.5,5.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-973,2014,11,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Quartzo,Agata,,5.82875,6.9318363636,6.9318363636,,,,,,0.0,10.002,10.002,,8.6,9.318181818,9.318181818,,3.77,7.51,7.51,,5.2,3.75,3.75,,6.2,6.5,6.5,,4.1,1.0,1.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-974,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Ametista,,8.4752,7.6077217391,7.6077217391,,,,,,9.0,9.502,9.502,,9.1,9.282608695499999,9.282608695499999,,3.77,7.51,7.51,,8.8,6.5,6.5,,8.8,6.0,6.0,,8.8,7.0,7.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-975,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Ametista,,7.7803,7.1463666667000005,7.1463666667000005,,,,,,7.9,8.502,8.502,,9.2,7.708333333500001,7.708333333500001,,7.52,5.01,5.01,,6.5,8.0,8.0,,7.2,8.0,8.0,,5.8,8.0,8.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-976,2015,10,Masculino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.39895,,8.39895,,,,,,9.5,,9.5,,9.2,,9.2,,6.27,,6.27,,8.6,,8.6,,9.0,,9.0,,8.2,,8.2,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-977,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Ametista,,7.1717,7.188033333300001,7.188033333300001,,,,,,8.5,10.002,10.002,,7.4,7.291666666499999,7.291666666499999,,5.02,6.26,6.26,,5.8,7.0,7.0,,5.7,5.0,5.0,,5.9,9.0,9.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-978,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Ametista,,8.3877,7.4637,7.4637,,,,,,9.0,9.502,9.502,,9.8,9.5,9.5,,3.77,6.26,6.26,,8.6,6.5,6.5,,8.7,6.0,6.0,,8.5,7.0,7.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-979,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Topázio,,8.1617,8.0352454545,8.0352454545,,,,,,9.5,9.502,9.502,,9.6,9.5227272725,9.5227272725,,6.27,7.51,7.51,,6.0,8.25,8.25,,6.0,9.5,9.5,,6.0,7.0,7.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-980,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Ametista,,7.1425,7.946388311600001,7.946388311600001,,,,,,0.0,9.002,9.002,,9.8,9.058441558,9.058441558,,5.02,7.51,7.51,,6.3,6.25,6.25,,6.5,6.5,6.5,,6.0,6.0,6.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-981,2016,9,Feminino,6-9 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Agata,,7.5367,6.6513739130000005,6.6513739130000005,,,,,,9.5,9.002,9.002,,9.1,7.010869565,7.010869565,,2.52,6.26,6.26,,5.8,6.0,6.0,,5.7,6.0,6.0,,5.8,6.0,6.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-982,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Topázio,,7.1215,8.119860173100001,8.119860173100001,,,,,,0.0,10.002,10.002,,9.1,8.365800865499999,8.365800865499999,,2.52,7.51,7.51,,8.6,8.25,8.25,,8.7,6.5,6.5,,8.5,10.0,10.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-983,2014,11,Masculino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.3502,,8.3502,,,,,,8.5,,8.5,,9.9,,9.9,,2.52,,2.52,,8.8,,8.8,,8.8,,8.8,,8.8,,8.8,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-984,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,8.8177,8.475080952400003,8.475080952400003,,,,,,8.0,9.502,9.502,,9.8,9.761904762,9.761904762,,7.52,7.51,7.51,,8.3,7.0,7.0,,8.3,7.5,7.5,,8.2,6.5,6.5,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-985,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Topázio,,7.6247,8.2432,8.2432,,,,,,9.0,8.502,8.502,,9.3,10.0,10.0,,2.52,6.26,6.26,,6.8,7.5,7.5,,7.3,8.0,8.0,,6.2,7.0,7.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-986,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,8.0107,8.2603406926,8.2603406926,,,,,,9.5,10.002,10.002,,9.1,9.2965367965,9.2965367965,,2.52,6.26,6.26,,8.3,8.5,8.5,,8.3,7.5,7.5,,8.3,9.5,9.5,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-987,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Topázio,,7.6765,8.3028861472,8.3028861472,,,,,,0.0,9.002,9.002,,9.8,9.0692640695,9.0692640695,,6.27,7.51,7.51,,7.3,7.5,7.5,,7.5,8.0,8.0,,7.0,7.0,7.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-988,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Topázio,,7.9568,8.1765333333,8.1765333333,,,,,,7.9,9.502,9.502,,8.1,10.0,10.0,,7.52,7.51,7.51,,8.5,7.75,7.75,,8.5,6.5,6.5,,8.5,9.0,9.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-989,2014,11,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Ametista,,7.7242,7.3743785714,7.3743785714,,,,,,9.5,9.502,9.502,,8.1,7.8571428569999995,7.8571428569999995,,2.52,6.26,6.26,,8.3,6.0,6.0,,8.7,6.0,6.0,,7.8,6.0,6.0,,,,,,5.0,10.0,10.0,,Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano)
RA-990,2014,11,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Ametista,,7.254,7.812283333400001,7.812283333400001,,,,,,0.0,9.502,9.502,,8.5,7.5,7.5,,7.52,7.51,7.51,,7.8,8.0,8.0,,8.3,9.5,9.5,,7.2,6.5,6.5,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-991,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Ametista,,7.7687,7.057230303000001,7.057230303000001,,,,,,10.0,9.002,9.002,,9.1,8.181818182,8.181818182,,3.14,6.26,6.26,,7.7,6.5,6.5,,8.0,7.0,7.0,,7.3,6.0,6.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-992,2012,13,Masculino,13-15 anos,2023,Ingressante,Pública,,,,,Ametista,,,7.2722,,7.2722,,,,,,9.5,,9.5,,8.2,,8.2,,3.14,,3.14,,8.0,,8.0,,8.2,,8.2,,7.8,,7.8,,,,,,5.0,,5.0,,Fase 2 (5° e 6° ano),
RA-993,2015,10,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.7592,,8.7592,,,,,,9.5,,9.5,,9.8,,9.8,,3.77,,3.77,,8.6,,8.6,,8.5,,8.5,,8.7,,8.7,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-994,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Ametista,,7.4127,7.7982217391,7.7982217391,,,,,,9.5,9.002,9.002,,9.4,9.532608695499999,9.532608695499999,,3.77,6.88,6.88,,6.0,8.25,8.25,,6.2,10.0,10.0,,5.7,6.5,6.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-995,2012,13,Feminino,13-15 anos,2023,Ingressante 2023,Pública,,,1.0,,Agata,Quartzo,,6.4782,5.110372077899999,5.110372077899999,,,,,,9.5,10.002,10.002,,7.9,5.3896103895,5.3896103895,,3.77,5.635,5.635,,5.1,2.0,2.0,,5.3,0.0,0.0,,4.8,4.0,4.0,,,,,,5.0,5.0,5.0,,Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano)
RA-996,2014,11,Masculino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.1892,,8.1892,,,,,,10.0,,10.0,,9.2,,9.2,,3.77,,3.77,,8.6,,8.6,,8.7,,8.7,,8.5,,8.5,,,,,,5.0,,5.0,,Fase 1 (3° e 4° ano),
RA-997,2015,10,Masculino,10-12 anos,2023,Ingressante,Pública,,,,,Ametista,,,7.5687,,7.5687,,,,,,7.5,,7.5,,8.7,,8.7,,3.77,,3.77,,7.1,,7.1,,7.2,,7.2,,7.0,,7.0,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-998,2012,13,Feminino,13-15 anos,2023,Ingressante,Pública,,,,,Ametista,,,7.9752,,7.9752,,,,,,9.5,,9.5,,9.3,,9.3,,3.77,,3.77,,7.9,,7.9,,8.0,,8.0,,7.7,,7.7,,,,,,5.0,,5.0,,Fase 2 (5° e 6° ano),
RA-999,2014,11,Masculino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.0352,,8.0352,,,,,,9.0,,9.0,,9.4,,9.4,,3.77,,3.77,,8.3,,8.3,,8.3,,8.3,,8.3,,8.3,,,,,,5.0,,5.0,,Fase 1 (3° e 4° ano),
RA-1000,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Topázio,,7.9162,8.364790909100002,8.364790909100002,,,,,,8.5,9.002,9.002,,9.4,9.5454545455,9.5454545455,,3.77,6.26,6.26,,7.0,7.75,7.75,,7.0,7.5,7.5,,7.0,8.0,8.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-1001,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Ametista,,8.1162,7.7964318841,7.7964318841,,,,,,9.0,7.502,7.502,,9.1,9.347826087,9.347826087,,7.52,7.51,7.51,,7.8,7.75,7.75,,8.3,6.5,6.5,,7.3,9.0,9.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-1002,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Ametista,,7.9012,7.967866666700001,7.967866666700001,,,,,,9.0,9.002,9.002,,9.7,7.833333333500001,7.833333333500001,,7.52,7.51,7.51,,7.0,9.25,9.25,,7.0,10.0,10.0,,7.0,8.5,8.5,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano)
RA-1003,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Ametista,,7.6522,7.627588888900001,7.627588888900001,,,,,,9.0,8.002,8.002,,8.5,8.6944444445,8.6944444445,,7.52,7.51,7.51,,4.0,8.25,8.25,,8.0,10.0,10.0,,0.0,6.5,6.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-1004,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Ametista,,8.3137,7.801200000000001,7.801200000000001,,,,,,9.0,9.502,9.502,,9.6,9.25,9.25,,7.52,7.51,7.51,,7.9,7.5,7.5,,6.5,7.5,7.5,,9.2,7.5,7.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-1005,2015,10,Masculino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.4252,,8.4252,,,,,,9.5,,9.5,,7.9,,7.9,,7.52,,7.52,,8.8,,8.8,,8.4,,8.4,,9.2,,9.2,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-1006,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Ametista,,8.5922,7.040088888900001,7.040088888900001,,,,,,9.0,8.502,8.502,,9.3,8.4444444445,8.4444444445,,7.52,7.51,7.51,,8.7,5.0,5.0,,8.7,5.0,5.0,,8.6,5.0,5.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-1007,2015,10,Masculino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.0782,,8.0782,,,,,,9.0,,9.0,,7.4,,7.4,,7.52,,7.52,,8.3,,8.3,,8.1,,8.1,,8.5,,8.5,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-1008,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Agata,,8.13595,6.8667414438000005,6.8667414438000005,,,,,,9.0,7.002,7.002,,8.6,6.483957219,6.483957219,,7.52,7.51,7.51,,8.4,7.0,7.0,,7.5,6.5,6.5,,9.2,7.5,7.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-1009,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Agata,,7.245,6.395389393900001,6.395389393900001,,,,,,0.0,8.002,8.002,,9.0,6.8863636365000005,6.8863636365000005,,3.77,2.51,2.51,,8.8,7.5,7.5,,8.3,10.0,10.0,,9.2,5.0,5.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-1010,2015,10,Masculino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.70645,,8.70645,,,,,,9.5,,9.5,,10.0,,10.0,,3.77,,3.77,,9.4,,9.4,,9.0,,9.0,,9.8,,9.8,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
