RA,ano_nascimento,idade_atual,genero,faixa_etaria,ano_ingresso,status,instituicao_ensino,fase_2022,fase_2023,fase_2024,pedra_2022,pedra_2023,pedra_2024,inde_2022,inde_2023,inde_2024,inde_media,classificacao_geral_2022,classificacao_geral_2023,classificacao_geral_2024,classificacao_geral_media,autoavaliacao_2022,autoavaliacao_2023,autoavaliacao_2024,autoavaliacao_media,engajamento_2022,engajamento_2023,engajamento_2024,engajamento_media,psicossocial_2022,psicossocial_2023,psicossocial_2024,psicossocial_media,aprendizagem_2022,aprendizagem_2023,aprendizagem_2024,aprendizagem_media,matematica_2022,matematica_2023,matematica_2024,matematica_media,portugues_2022,portugues_2023,portugues_2024,portugues_media,ingles_2022,ingles_2023,ingles_2024,ingles_media,adequacao_nivel_2022,adequacao_nivel_2023,adequacao_nivel_2024,adequacao_nivel_media,fase_ideal_2022,fase_ideal_2023,fase_ideal_2024
RA-874,2013,12,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Quartzo,Ametista,,5.811,7.0235939394,7.0235939394,,,,,,0.0,9.502,9.502,,8.2,4.696969697,4.696969697,,7.52,6.26,6.26,,4.8,7.75,7.75,,6.3,6.0,6.0,,3.3,9.5,9.5,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-875,2014,11,Masculino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.2712,,8.2712,,,,,,9.5,,9.5,,9.5,,9.5,,7.52,,7.52,,7.3,,7.3,,7.0,,7.0,,7.5,,7.5,,,,,,5.0,,5.0,,Fase 1 (3° e 4° ano),
RA-876,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Ametista,,8.6492,7.612057142800001,7.612057142800001,,,,,,10.0,8.502,8.502,,9.4,9.0476190475,9.0476190475,,7.52,7.51,7.51,,7.5,3.75,3.75,,7.3,7.5,7.5,,7.7,0.0,0.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-877,2014,11,Masculino,10-12 anos,2023,Ingressante,Pública,,,,,Ametista,,,7.4722,,7.4722,,,,,,9.5,,9.5,,9.5,,9.5,,7.52,,7.52,,6.9,,6.9,,7.5,,7.5,,6.2,,6.2,,,,,,5.0,,5.0,,Fase 1 (3° e 4° ano),
RA-878,2013,12,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Agata,Agata,,6.24,6.5335560606000005,6.5335560606000005,,,,,,0.0,9.002,9.002,,9.5,6.1363636360000005,6.1363636360000005,,2.52,4.38,4.38,,8.1,6.75,6.75,,8.0,6.0,6.0,,8.2,7.5,7.5,,,,,,5.0,5.0,5.0,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano)
RA-879,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Agata,Topázio,,6.8225,8.1096318182,8.1096318182,,,,,,0.0,9.502,9.502,,9.8,9.090909091,9.090909091,,2.52,6.26,6.26,,8.2,8.5,8.5,,8.2,8.0,8.0,,8.2,9.0,9.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-880,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Agata,Agata,,6.724,6.853080434800001,6.853080434800001,,,,,,0.0,9.502,9.502,,9.4,8.445652174,8.445652174,,2.52,2.51,2.51,,6.3,6.5,6.5,,6.3,7.5,7.5,,6.2,5.5,5.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-881,2015,10,Masculino,10-12 anos,2023,Ingressante,Pública,,,,,Ametista,,,7.7322,,7.7322,,,,,,10.0,,10.0,,8.9,,8.9,,7.52,,7.52,,7.3,,7.3,,7.5,,7.5,,7.0,,7.0,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-882,2015,10,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Agata,,,6.0092,,6.0092,,,,,,9.0,,9.0,,8.6,,8.6,,2.52,,2.52,,4.7,,4.7,,4.8,,4.8,,4.5,,4.5,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-883,2015,10,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.5082,,8.5082,,,,,,9.5,,9.5,,9.7,,9.7,,6.89,,6.89,,8.4,,8.4,,8.0,,8.0,,8.7,,8.7,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-884,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Topázio,,8.4587,8.0345030302,8.0345030302,,,,,,9.0,10.002,10.002,,9.7,8.818181818,8.818181818,,4.39,6.26,6.26,,8.8,8.75,8.75,,8.4,10.0,10.0,,9.2,7.5,7.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-885,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Topázio,,8.8252,8.2072,8.2072,,,,,,9.0,8.502,8.502,,9.8,10.0,10.0,,7.52,7.51,7.51,,8.7,8.5,8.5,,8.5,10.0,10.0,,8.8,7.0,7.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-886,2016,9,Feminino,6-9 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Topázio,,8.6422,8.419200000000002,8.419200000000002,,,,,,8.5,9.502,9.502,,9.4,10.0,10.0,,7.52,8.13,8.13,,8.1,8.75,8.75,,7.6,9.0,9.0,,8.5,8.5,8.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-887,2015,10,Masculino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.6718,,8.6718,,,,,,8.9,,8.9,,8.9,,8.9,,7.52,,7.52,,8.4,,8.4,,7.8,,7.8,,9.0,,9.0,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-888,2016,9,Masculino,6-9 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Topázio,,8.9182,8.1942,8.1942,,,,,,9.0,9.002,9.002,,10.0,10.0,10.0,,7.52,6.88,6.88,,8.8,8.5,8.5,,8.2,9.0,9.0,,9.3,8.0,8.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-889,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Topázio,,8.8092,8.191290909100001,8.191290909100001,,,,,,8.5,8.502,8.502,,9.5,9.2954545455,9.2954545455,,6.89,6.26,6.26,,9.1,9.75,9.75,,8.7,10.0,10.0,,9.5,9.5,9.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-890,2015,10,Masculino,10-12 anos,2023,Ingressante,Pública,,,,,Agata,,,6.989,,6.989,,,,,,0.0,,0.0,,9.1,,9.1,,2.52,,2.52,,8.3,,8.3,,8.0,,8.0,,8.6,,8.6,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-891,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Topázio,,7.8882,8.035957575700001,8.035957575700001,,,,,,9.5,10.002,10.002,,9.5,9.0454545455,9.0454545455,,6.89,6.26,6.26,,7.5,8.75,8.75,,6.2,10.0,10.0,,8.8,7.5,7.5,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano)
RA-892,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,8.8112,8.697700000000001,8.697700000000001,,,,,,8.0,8.002,8.002,,9.6,10.0,10.0,,6.89,7.51,7.51,,8.3,8.75,8.75,,8.5,10.0,10.0,,8.0,7.5,7.5,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-893,2014,11,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,8.8042,8.8910333334,8.8910333334,,,,,,9.5,9.002,9.002,,10.0,10.0,10.0,,7.52,7.51,7.51,,9.3,9.25,9.25,,9.5,10.0,10.0,,9.0,8.5,8.5,,,,,,5.0,10.0,10.0,,Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano)
RA-894,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,8.8142,8.67895,8.67895,,,,,,9.5,10.002,10.002,,9.9,10.0,10.0,,7.52,7.51,7.51,,9.4,9.5,9.5,,9.3,9.0,9.0,,9.5,10.0,10.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-895,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Topázio,,8.5397,8.2579575757,8.2579575757,,,,,,9.5,9.502,9.502,,9.5,9.5454545455,9.5454545455,,7.52,6.26,6.26,,6.8,9.5,9.5,,6.8,10.0,10.0,,6.7,9.0,9.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-896,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,9.0912,8.2852454545,8.2852454545,,,,,,9.5,8.502,8.502,,10.0,9.7727272725,9.7727272725,,6.89,7.51,7.51,,8.5,6.5,6.5,,9.0,6.5,6.5,,8.0,6.5,6.5,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-897,2014,11,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Quartzo,Quartzo,,5.48225,5.2212050505,5.2212050505,,,,,,0.0,7.002,7.002,,8.1,2.7525252525,2.7525252525,,7.52,2.51,2.51,,6.5,6.0,6.0,,7.2,5.5,5.5,,5.7,6.5,6.5,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano)
RA-898,2014,11,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Ametista,,8.4217,7.8661333334000005,7.8661333334000005,,,,,,9.0,6.418,6.418,,9.8,10.0,10.0,,3.77,7.51,7.51,,9.4,7.5,7.5,,9.7,9.0,9.0,,9.0,6.0,6.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-899,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,8.8452,8.425024769300002,8.425024769300002,,,,,,10.0,10.002,10.002,,9.8,9.1007905135,9.1007905135,,3.77,5.635,5.635,,9.5,8.25,8.25,,9.3,8.0,8.0,,9.6,8.5,8.5,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-900,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,8.8947,8.802003030200002,8.802003030200002,,,,,,9.0,9.002,9.002,,9.8,9.318181818,9.318181818,,9.38,8.13,8.13,,7.8,8.5,8.5,,8.0,8.0,8.0,,7.5,9.0,9.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-901,2012,13,Masculino,13-15 anos,2023,Ingressante,Pública,,,,,Ametista,,,7.3112,,7.3112,,,,,,8.5,,8.5,,8.7,,8.7,,3.77,,3.77,,7.5,,7.5,,7.7,,7.7,,7.3,,7.3,,,,,,5.0,,5.0,,Fase 2 (5° e 6° ano),
RA-902,2011,14,Masculino,13-15 anos,2023,Ingressante,Pública,,,,,Quartzo,,,5.97345,,5.97345,,,,,,10.0,,10.0,,9.3,,9.3,,2.52,,2.52,,3.9,,3.9,,4.5,,4.5,,3.3,,3.3,,,,,,2.5,,2.5,,Fase 3 (7° e 8° ano),
RA-903,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,8.5242,8.0758287879,8.0758287879,,,,,,10.0,10.002,10.002,,9.6,9.7727272725,9.7727272725,,5.02,7.505,7.505,,7.8,5.0,5.0,,7.7,6.0,6.0,,7.8,4.0,4.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-904,2016,9,Feminino,6-9 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Ametista,,8.140783333,7.6352,7.6352,,,,,,9.0,9.502,9.502,,9.3,8.75,8.75,,7.52,7.51,7.51,,6.4,6.0,6.0,,6.0,6.0,6.0,,6.8,6.0,6.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-905,2013,12,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Agata,,7.831033333,6.3925823529,6.3925823529,,,,,,9.5,9.002,9.002,,9.4,7.7794117645,7.7794117645,,7.52,7.51,7.51,,8.3,3.0,3.0,,7.5,2.0,2.0,,9.0,4.0,4.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-906,2015,10,Masculino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.1922,,8.1922,,,,,,7.5,,7.5,,9.2,,9.2,,7.52,,7.52,,8.6,,8.6,,7.7,,7.7,,9.4,,9.4,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-907,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Privada,,,,,Topázio,Ametista,,8.962033333,7.9400888889,7.9400888889,,,,,,9.5,9.002,9.002,,9.6,8.9444444445,8.9444444445,,7.52,7.51,7.51,,9.3,8.75,8.75,,9.2,10.0,10.0,,9.4,7.5,7.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-908,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Agata,,8.479366667,6.764292246,6.764292246,,,,,,9.0,8.502,8.502,,9.0,8.14171123,8.14171123,,7.52,7.51,7.51,,7.9,4.75,4.75,,6.7,3.0,3.0,,9.0,6.5,6.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-909,2013,12,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Ametista,,8.486033333,7.722033333300001,7.722033333300001,,,,,,10.0,10.002,10.002,,9.9,8.1666666665,8.1666666665,,7.52,7.51,7.51,,9.2,8.25,8.25,,9.1,10.0,10.0,,9.2,6.5,6.5,,,,,,5.0,5.0,5.0,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano)
RA-910,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Topázio,,7.801,8.1163818182,8.1163818182,,,,,,0.0,8.502,8.502,,8.8,8.674242424500001,8.674242424500001,,7.52,7.51,7.51,,8.9,7.5,7.5,,8.8,9.0,9.0,,9.0,6.0,6.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-911,2012,13,Masculino,13-15 anos,2023,Ingressante 2023,Pública,,,1.0,,Quartzo,Quartzo,,5.59545,5.4552454547,5.4552454547,,,,,,9.0,8.002,8.002,,6.7,4.772727273,4.772727273,,2.52,7.51,7.51,,3.4,4.5,4.5,,3.7,5.0,5.0,,3.0,4.0,4.0,,,,,,5.0,5.0,5.0,,Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano)
RA-912,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Ametista,,7.0797,7.697103508700001,7.697103508700001,,,,,,7.0,9.002,9.002,,9.4,9.4736842105,9.4736842105,,7.52,7.51,7.51,,6.3,7.25,7.25,,6.2,7.0,7.0,,6.3,7.5,7.5,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-913,2013,12,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Ametista,,,7.7432,,7.7432,,,,,,8.0,,8.0,,8.5,,8.5,,6.89,,6.89,,7.9,,7.9,,9.5,,9.5,,6.3,,6.3,,,,,,5.0,,5.0,,Fase 2 (5° e 6° ano),
RA-914,2015,10,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.6912,,8.6912,,,,,,10.0,,10.0,,9.2,,9.2,,7.52,,7.52,,8.7,,8.7,,9.0,,9.0,,8.4,,8.4,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-915,2015,10,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.5962,,8.5962,,,,,,10.0,,10.0,,8.4,,8.4,,7.52,,7.52,,8.4,,8.4,,8.1,,8.1,,8.7,,8.7,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-916,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Quartzo,,7.3882,5.5058531621,5.5058531621,,,,,,9.5,8.502,8.502,,9.7,7.3320158105,7.3320158105,,2.52,2.51,2.51,,6.6,2.75,2.75,,7.7,3.5,3.5,,5.5,2.0,2.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-917,2015,10,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Quartzo,,,5.987,,5.987,,,,,,0.0,,0.0,,7.2,,7.2,,2.52,,2.52,,7.0,,7.0,,5.3,,5.3,,8.7,,8.7,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-918,2016,9,Feminino,6-9 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Quartzo,,7.4967,5.657357017600001,5.657357017600001,,,,,,10.0,7.918,7.918,,8.7,8.697368421,8.697368421,,2.52,2.51,2.51,,7.7,2.75,2.75,,7.1,1.0,1.0,,8.3,4.5,4.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-919,2014,11,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Agata,Quartzo,,6.225,5.799702673800001,5.799702673800001,,,,,,0.0,7.002,7.002,,8.4,4.692513369,4.692513369,,7.52,6.255,6.255,,5.3,5.25,5.25,,5.5,6.5,6.5,,5.0,4.0,4.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-920,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Agata,Ametista,,6.9647,7.7494938597,7.7494938597,,,,,,9.0,9.502,9.502,,6.3,7.6710526315,7.6710526315,,7.52,7.51,7.51,,6.1,8.25,8.25,,6.0,9.0,9.0,,6.2,7.5,7.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-921,2016,9,Feminino,6-9 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Ametista,,7.7407,7.2838203209,7.2838203209,,,,,,9.0,8.502,8.502,,9.7,8.6631016045,8.6631016045,,7.52,7.51,7.51,,6.3,6.0,6.0,,6.5,5.0,5.0,,6.0,7.0,7.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-922,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,8.5262,8.5209954545,8.5209954545,,,,,,8.5,9.002,9.002,,9.7,9.5227272725,9.5227272725,,3.14,7.51,7.51,,8.4,7.75,7.75,,8.5,7.5,7.5,,8.2,8.0,8.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-923,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Ametista,,8.8842,7.688609090900001,7.688609090900001,,,,,,9.5,8.002,8.002,,9.9,7.9545454545,7.9545454545,,7.52,7.51,7.51,,7.3,5.5,5.5,,7.5,5.0,5.0,,7.0,6.0,6.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-924,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Agata,Agata,,6.5207,6.4727360962,6.4727360962,,,,,,9.0,7.002,7.002,,5.6,4.598930481,4.598930481,,7.52,7.51,7.51,,5.0,7.0,7.0,,5.0,7.5,7.5,,5.0,6.5,6.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-925,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Agata,,7.1837,6.587019518800001,6.587019518800001,,,,,,9.0,8.002,8.002,,8.9,7.005347594,7.005347594,,7.52,7.51,7.51,,5.4,4.75,4.75,,5.2,3.0,3.0,,5.5,6.5,6.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-926,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Ametista,,7.7792,7.7830787878,7.7830787878,,,,,,9.0,9.002,9.002,,10.0,9.7727272725,9.7727272725,,3.77,7.51,7.51,,6.8,7.0,7.0,,6.5,7.0,7.0,,7.0,7.0,7.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano)
RA-927,2014,11,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Ametista,,7.5982,7.9921696969000005,7.9921696969000005,,,,,,9.0,8.002,8.002,,9.7,9.318181818,9.318181818,,3.77,7.51,7.51,,6.4,6.5,6.5,,7.0,7.0,7.0,,5.8,6.0,6.0,,,,,,5.0,10.0,10.0,,Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano)
RA-928,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,1.0,,Topázio,Topázio,,9.3712,8.8733666667,8.8733666667,,,,,,8.5,8.002,8.002,,10.0,10.0,10.0,,7.52,7.51,7.51,,9.8,8.75,8.75,,9.8,8.5,8.5,,9.8,9.0,9.0,,,,,,10.0,10.0,10.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-929,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Ametista,,9.1312,7.7244368421,7.7244368421,,,,,,8.5,9.002,9.002,,9.8,9.4736842105,9.4736842105,,7.52,7.51,7.51,,8.8,6.75,6.75,,8.7,7.0,7.0,,8.9,6.5,6.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-930,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Ametista,,8.8872,7.9298184211,7.9298184211,,,,,,9.0,8.502,8.502,,8.8,9.7368421055,9.7368421055,,7.52,7.51,7.51,,9.0,8.0,8.0,,8.7,8.0,8.0,,9.3,8.0,8.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-931,2015,10,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Ametista,,7.3747,7.075466666700001,7.075466666700001,,,,,,8.5,7.918,7.918,,8.2,8.5833333335,8.5833333335,,2.52,2.51,2.51,,7.8,8.5,8.5,,7.0,8.0,8.0,,8.5,9.0,9.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-932,2015,10,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.3847,,8.3847,,,,,,9.5,,9.5,,7.9,,7.9,,7.52,,7.52,,7.5,,7.5,,6.5,,6.5,,8.4,,8.4,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-933,2015,10,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.6712,,8.6712,,,,,,9.0,,9.0,,8.4,,8.4,,7.52,,7.52,,7.7,,7.7,,8.0,,8.0,,7.3,,7.3,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-934,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Topázio,,9.1737,8.338700000000001,8.338700000000001,,,,,,9.0,9.502,9.502,,9.6,9.75,9.75,,7.52,7.51,7.51,,8.7,8.5,8.5,,8.3,10.0,10.0,,9.0,7.0,7.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-935,2014,11,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Topázio,,7.9535,8.3422,8.3422,,,,,,0.0,9.502,9.502,,9.8,10.0,10.0,,7.52,7.51,7.51,,9.4,8.5,8.5,,9.2,10.0,10.0,,9.5,7.0,7.0,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano)
RA-936,2015,10,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Topázio,,,8.5477,,8.5477,,,,,,9.0,,9.0,,10.0,,10.0,,7.52,,7.52,,6.5,,6.5,,5.0,,5.0,,8.0,,8.0,,,,,,10.0,,10.0,,ALFA (1° e 2° ano),
RA-937,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Topázio,Topázio,,9.3237,8.3792,8.3792,,,,,,9.5,10.002,10.002,,9.6,10.0,10.0,,7.52,9.38,9.38,,9.2,7.5,7.5,,9.0,8.0,8.0,,9.3,7.0,7.0,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-938,2014,11,Masculino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Agata,Topázio,,6.7372,8.0056026915,8.0056026915,,,,,,8.5,9.502,9.502,,8.4,9.544513457499999,9.544513457499999,,7.52,7.51,7.51,,4.2,7.75,7.75,,0.0,10.0,10.0,,8.3,5.5,5.5,,,,,,5.0,5.0,5.0,,Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano)
RA-939,2012,13,Feminino,13-15 anos,2023,Ingressante 2023,Pública,,,1.0,,Ametista,Ametista,,7.9742,7.051379841899999,7.051379841899999,,,,,,9.0,9.002,9.002,,10.0,8.8833992095,8.8833992095,,7.52,5.63,5.63,,5.4,5.0,5.0,,5.0,6.0,6.0,,5.7,4.0,4.0,,,,,,5.0,5.0,5.0,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano)
RA-940,2012,13,Masculino,13-15 anos,2023,Ingressante,Pública,,,,,Agata,,,6.6112,,6.6112,,,,,,9.0,,9.0,,8.4,,8.4,,2.52,,2.52,,6.3,,6.3,,6.8,,6.8,,5.7,,5.7,,,,,,5.0,,5.0,,Fase 2 (5° e 6° ano),
RA-941,2015,10,Feminino,10-12 anos,2023,Ingressante 2023,Pública,,,,,Ametista,Ametista,,7.6872,7.746700000000001,7.746700000000001,,,,,,8.0,8.002,8.002,,10.0,9.25,9.25,,7.52,5.01,5.01,,5.0,8.75,8.75,,5.0,10.0,10.0,,5.0,7.5,7.5,,,,,,10.0,5.0,5.0,,ALFA (1° e 2° ano),Fase 1 (3° e 4° ano)
RA-942,2013,12,Feminino,10-12 anos,2023,Ingressante,Pública,,,,,Agata,,,6.8547,,6.8547,,,,,,9.5,,9.5,,8.9,,8.9,,2.52,,2.52,,7.1,,7.1,,7.3,,7.3,,6.8,,6.8,,,,,,5.0,,5.0,,Fase 2 (5° e 6° ano),
